primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Sean Young,1959,NA,"actress,miscellaneous,director","tt0087182,tt1856101,tt0093640,tt0083658",5.705805882937927,nm0000707,"Thriller, Adventure,Comedy,Romance, Action,Thriller, Drama,Mystery,Romance, Action, Comedy,Crime,Mystery, Crime,Drama,Thriller, Comedy, Horror, Adventure,Family,Sci-Fi, Horror,Mystery, Action,Drama,Sci-Fi, Comedy,Crime, Comedy,Drama, Horror,Mystery,Sci-Fi, Horror,Thriller, Crime,Thriller, Comedy,Drama,Family, Comedy,Romance,Sci-Fi, Crime,Drama,Mystery, Crime,Drama, Adventure,Sci-Fi,Thriller, Drama,Mystery, Action,Drama,Thriller, Action,Mystery,Thriller, Romance,Thriller, Comedy,Crime,Thriller, Action,Adventure, Drama,Romance, Drama,Family, Comedy,Thriller, Action,Crime,Drama, Action,Sci-Fi,Thriller, Comedy,Romance, Drama, Biography,Drama, Adventure,Horror,Sci-Fi, Action,Adventure,Fantasy, Drama,Sci-Fi, Drama,Thriller, Drama,Family,Mystery"
Ambika,1962,NA,actress,"tt0320736,tt0319887,tt3569782,tt0352482",6.182910565853634,nm0024302,"Thriller, Action, Comedy, Drama,Romance,Thriller, Drama,Fantasy, Drama,Horror, Drama,History, Drama,Romance, Comedy,Drama, Action,Drama, Mystery, Comedy,Crime,Drama, Action,Drama,Family, Action,Drama,Musical, Comedy,Thriller, Action,Comedy,Romance, Action,Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Sci-Fi, Comedy,Romance, Drama, Biography,Drama, Action,Drama,Romance, Action,Drama,Thriller, Comedy,Drama,Romance, Action,Comedy,Drama, Drama,Musical"
Müjde Ar,1954,NA,"actress,producer","tt0494956,tt0147822,tt1556132,tt0289942",6.173783181401192,nm0032661,"Comedy, Drama,Sport, Adventure,Crime,Thriller, Drama,Fantasy, Biography, Adventure,Drama,History, Drama,Romance, Comedy,Drama, Crime,Drama,Romance, Adventure,Drama, Crime,Thriller, Comedy,Drama,Family, Crime,Drama, Comedy,Romance, Action,Adventure,Crime, Drama,Music, Drama, Action,Drama,Romance, Comedy,Fantasy, Comedy,Musical, Comedy,Drama,Musical, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller, Drama,Music,Romance, Adventure,Drama,Romance"
Angélica Aragón,1953,NA,"actress,soundtrack","tt0114887,tt0313196,tt0107710,tt0112675",5.5245288654485005,nm0032793,"Thriller, Crime,Drama,Thriller, Comedy, Drama,Fantasy,Romance, Drama,Romance, Comedy,Drama, Drama,Mystery,Thriller, Documentary, Comedy,Drama,Fantasy, Horror,Thriller, Comedy,Drama,Family, Action,Crime,Drama, Drama, Drama,History,Romance, Crime,Drama,Fantasy, Comedy,Crime,Fantasy, Drama,Family,Fantasy, Drama,History,War"
Serena,1951,NA,"actress,miscellaneous","tt0195276,tt0086501,tt0124731,tt0125159",5.084186768817509,nm0153964,"Adult,Fantasy, Adult,Comedy,Drama, Adult,Drama,Horror, Comedy, Adventure, Adult,Comedy,Music, Adult,Romance, Adult,Comedy,Fantasy, Adult, Adult,Crime,Thriller, Adult,Drama, Adult,Comedy, Adult,Horror"
Carol 'Do Do' Cheng,1957,NA,actress,"tt0085697,tt0096490,tt0099558,tt0101442",5.216947532073783,nm0155546,"Thriller, Action,Comedy,Fantasy, Comedy,Drama,Mystery, Comedy,Family,Fantasy, Comedy, Action,Comedy, Comedy,Horror,Romance, Comedy,Crime, Drama,Romance, Comedy,Drama, Action,Adventure,Comedy, Action,Comedy,Romance, Comedy,Romance, Crime,Drama, Comedy,Romance,Sci-Fi, Action,Crime,Drama, Drama, Action,Comedy,Crime, Action,Romance, Action,Comedy,Thriller, Comedy,Drama,Romance, Comedy,Horror"
Maria de Medeiros,1965,NA,"actress,director,writer","tt0466456,tt0110912,tt0112304,tt0120626",6.0028744947757655,nm0210218,"Thriller, Drama,Mystery,Romance, Crime, Comedy, Biography,Drama,Romance, Comedy,Crime, Comedy,Drama, Comedy,Drama,Family, Crime,Drama, Drama,Mystery, Drama,Sport, Drama,Romance,Thriller, Drama,Fantasy, Drama,History, Biography,Documentary,History, Documentary,History, Drama,Romance, Comedy,Romance, Biography,Documentary, Action,Western, Drama, Action,Comedy,Crime, Drama,War, Biography,Drama, Comedy,Musical, Comedy,Fantasy, Adventure,Family,Fantasy, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller, Drama,History,War"
Judy Greer,1975,NA,"actress,producer,soundtrack","tt0337563,tt0478970,tt10665338,tt0369610",5.74271732734792,nm0339460,"Comedy,Fantasy,Romance, Crime,Drama,Thriller, Comedy,Drama,Sci-Fi, Comedy, Animation,Family, Comedy,Drama,Sport, Crime,Horror,Thriller, Comedy,Drama, Comedy,Crime,Drama, Comedy,Drama,Family, Comedy,Romance, Action,Adventure,Sci-Fi, Drama, Comedy,Drama,Music, Drama,Mystery, Action,Horror,Thriller, Drama,Sci-Fi, Comedy,Drama,Romance, Comedy,Family, Biography,Comedy,Crime"
Danielle Harris,1977,NA,"actress,producer,director","tt0101757,tt0146336,tt0095271,tt0102266",5.0703292872634975,nm0364583,"Thriller, Sci-Fi, Action,Comedy,Horror, Fantasy,Horror,Thriller, Comedy,Family,Fantasy, Comedy, Horror, Horror,Mystery, Horror,Mystery,Thriller, Comedy,Documentary, Drama,Romance, Action,Drama, Horror,Thriller, Action,Adventure,Comedy, Action,Animation,Horror, Drama, Action,Comedy,Crime, Action,Horror,Thriller, Drama,Thriller, Comedy,Horror, Crime,Horror,Mystery, Animation,Sci-Fi"
Suzanne Fields,1950,NA,actress,"tt0068595,tt0126512,tt22528710,tt0125148",4.547511591707786,nm0394131,"Adult,Crime,Drama, Comedy, Comedy,Drama, Comedy,Sci-Fi, Adult,Documentary,History, Adult,Drama, Adult,Horror, Comedy,Romance, Drama, Romance, Adult,Comedy,Fantasy, Adult,Crime, Adult, Adult,Comedy"
Reema Lagoo,1958,2017,actress,"tt0172684,tt0347304,tt0220832,tt0100095",6.3187239090185106,nm0481363,"Thriller, Crime,Romance,Thriller, Action, Comedy, Comedy,Drama, Drama,Romance, Action,Drama, Action,Crime,Drama, Drama, Romance, Action,Drama,Romance, Comedy,Drama,Romance, Family, Action,Comedy,Drama, Adventure,Mystery,Thriller"
Sharada,1945,NA,"actress,producer,music_department","tt0316529,tt0214196,tt0287593,tt0069334",6.550031539275115,nm0764762,"Action,Thriller, Action, Action,Family, Crime, Drama,Family,Romance, Action,Family,Musical, Action,Comedy,Family, Comedy,Drama, Action,Drama, Drama,Romance, Drama,Family, Comedy,Romance, Action,Crime,Drama, Drama,History,Musical, Drama, Romance, Drama,Family,Musical, Comedy,Drama,Romance, Family, Action,Comedy,Drama, Drama,Musical"
Mathilde Seigner,1968,NA,"actress,soundtrack","tt0114300,tt0216800,tt0240149,tt0269329",5.4868710183029465,nm0782565,"Thriller, Comedy,Drama,Horror, Comedy,Drama,Mystery, Comedy, Adventure,Biography,Crime, Comedy,Drama, Drama,Romance,Sport, Comedy,Crime,Drama, Drama,Family, Comedy,Drama,Family, Comedy,Romance, Crime,Drama, Drama, Drama,War, Comedy,Drama,Music, Drama,Mystery, Comedy,Musical, Adventure,Family, Drama,Thriller, Comedy,Horror, Comedy,Drama,History"
Elke Sommer,1940,NA,"actress,soundtrack","tt0058586,tt0060801,tt0065225,tt0057426",5.353288916504176,nm0813961,"Action,Thriller, Crime,Drama,Thriller, Adventure,Drama,Western, Comedy, Horror, Horror,Mystery, Crime,Sci-Fi,Thriller, Action,Romance,Thriller, Comedy,Crime, Comedy,Drama, Action,Adventure,Comedy, Crime,Thriller, Action,Adventure,Crime, Crime,Drama,Mystery, Crime,Drama, Drama,Mystery, Comedy,Drama,Musical, Adventure,Comedy, Adventure,Drama,War, Comedy,Horror,Sci-Fi, Action,Adventure, Crime,Mystery,Thriller, Comedy,Mystery, Adventure,Crime,Drama, Comedy,Romance, Action,Crime,Drama, Drama, Comedy,Musical"
Larisa Udovichenko,1955,NA,actress,"tt0113515,tt0078648,tt0078655,tt0413563",5.459237006451698,nm0879872,"Crime, Comedy, Animation, Adventure,Comedy,Drama, Comedy,Crime, Drama,Romance, Comedy,Drama, Comedy,Romance, Crime,Drama, Drama,Sport,War, Drama, Romance, Comedy,Musical, Comedy,Drama,Romance, Comedy,Crime,Mystery"
Nayanthara,1984,NA,"actress,producer","tt5372466,tt6270936,tt5128328,tt15354916",5.962847247134301,nm1521381,"Thriller, Action,Comedy,Fantasy, Action,Thriller, Action, Comedy, Action,Comedy, Action,Drama,Mystery, Drama,Horror, Comedy,Drama, Drama,Mystery,Thriller, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Horror,Thriller, Action,Comedy,Romance, Comedy,Drama,Family, Crime,Drama,Mystery, Romance, Action,Drama,Romance, Action,Horror,Thriller, Action,Drama,Thriller, Action,Crime,Thriller, Action,Comedy,Thriller, Action,Comedy,Drama, Romance,Thriller, Drama,Fantasy, Drama,Romance, Action,Drama, Comedy,Drama,Thriller, Comedy,Romance, Action,Sci-Fi,Thriller, Action,Crime,Drama, Drama, Action,Comedy,Crime, Comedy,Horror,Mystery, Mystery,Thriller, Comedy,Drama,Romance, Action,Drama,Sport, Drama,Thriller"
Brigitte Bardot,1934,NA,"actress,soundtrack,music_department","tt0049189,tt0054452,tt0056404,tt0057345",5.190062781160664,nm0000003,"Adventure,Comedy,Romance, Crime,Drama,Thriller, Comedy, Crime,Drama,Romance, Comedy,Drama, Drama,Romance, Comedy,War, Drama,Western, Adventure,Music,Romance, Action,Comedy,Western, Comedy,Romance, Crime,Drama,Mystery, Drama, Drama,Horror,Mystery, Comedy,Musical,Romance, Drama,History,Romance, Comedy,History, Adventure,Comedy"
Renée Zellweger,1969,NA,"actress,producer,soundtrack","tt0243155,tt0299658,tt0116695,tt0159365",5.69857149877651,nm0000250,"Crime,Romance,Thriller, Comedy, Horror,Mystery,Thriller, Comedy,Horror,Thriller, Adventure,Comedy,Drama, Biography,Drama,Romance, Drama,Romance, Comedy,Crime,Musical, Comedy,Crime,Drama, Adventure,Biography,Comedy, Adventure,Animation,Comedy, Comedy,Romance, Drama,Music, Crime,Drama,Mystery, Action,Crime,Drama, Biography,Drama,Music, Drama, Biography,Drama, Comedy,Drama,Romance, Adventure,Drama,Romance"
Hannelore Hoger,1942,NA,"actress,director,writer","tt0094423,tt0371704,tt0821060,tt7163910",5.680030876709606,nm0389687,"Thriller, Crime,Thriller, Comedy,Romance, Action,Crime,Drama, Crime,Drama, Comedy, Drama, Biography,Documentary, Biography, Comedy,Drama, Documentary"
Scarlett Johansson,1984,NA,"actress,soundtrack,producer","tt0162346,tt0335266,tt1798709,tt0848228",6.688214212799023,nm0424060,"Comedy,Drama,War, Comedy,Family,Fantasy, Comedy, Drama,Romance,Sci-Fi, Drama,Romance,Thriller, Action,Sci-Fi, Action,Crime,Fantasy, Drama,Mystery,Sci-Fi, Adventure,Comedy,Drama, Biography,Drama,Romance, Comedy,Drama, Drama,Romance, Documentary, Comedy,Crime,Drama, Biography,Drama,History, Action,Adventure,Comedy, Comedy,Drama,Family, Adventure,Animation,Comedy, Action,Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Sci-Fi, Action,Sci-Fi,Thriller, Drama, Drama,Horror,Mystery, Animation,Comedy,Family, Comedy,Drama,Romance, Comedy,Crime,Fantasy"
Lea Massari,1933,NA,"actress,writer,costume_department","tt0067778,tt0055602,tt0053619,tt0069120",5.908937309136841,nm0557159,"Comedy,Drama,War, Drama,Mystery,Romance, Comedy, Drama,Romance,Thriller, Comedy,Drama,Sport, Drama,History, Adventure,Drama,History, Comedy,Crime, Comedy,Drama, Western, Drama,Romance, Adventure,Drama, Crime,Thriller, Crime,Drama, Drama, Drama,War, Comedy,Drama,Romance, Drama,Thriller, Drama,History,Western"
Carmen Maura,1945,NA,"actress,soundtrack","tt0255067,tt0101025,tt0441909,tt0095675",5.711490243304898,nm0560962,"Adventure,Drama,Musical, Comedy,Drama,War, Thriller, Drama,Mystery,Romance, Action, Comedy,Family,Fantasy, Comedy, Crime,Mystery,Romance, Comedy,Crime, Comedy,Drama, Drama,Romance, Comedy,Drama,Fantasy, Horror,Thriller, Documentary,Romance, Comedy,Drama,Thriller, Comedy,Thriller, Crime,Thriller, Biography,Drama,History, Comedy,Romance, Drama, Romance, Comedy,Drama,Romance, Action,Comedy,Drama, Drama,Thriller, Comedy,Crime,Mystery"
Géraldine Pailhas,1971,NA,"actress,soundtrack","tt0112883,tt0102520,tt0101364,tt2752200",5.395251176940831,nm0656768,"Crime,Drama,Thriller, Comedy,Drama,Sci-Fi, Comedy, Drama,Romance,War, Drama,Romance,Thriller, Drama,Fantasy, Drama,Romance, Comedy,Drama, Adventure,Crime,Drama, Comedy,Romance, Crime,Drama,Mystery, Drama,Music, Action,Adventure,Drama, Drama, Comedy,Drama,Music, Biography,Drama, Comedy,Drama,Romance, Drama,Thriller"
Lalita Pawar,1916,1998,actress,"tt0066763,tt0252380,tt0052560,tt0061046",6.347630997595736,nm0667985,"Comedy,Fantasy,Romance, Action, Comedy, Horror, Biography,History, Comedy,Drama, Mystery, Biography,Music,Romance, Action,Drama,Family, Action,Adventure,Drama, Drama,Musical,Mystery, Romance, Mystery,Romance,Thriller, Action,Drama,Romance, Comedy,Musical,Romance, Drama,History,Romance, Comedy,Drama,Musical, Action,Comedy,Drama, Drama,Fantasy,Musical, Drama,Musical,Romance, Drama,Family,Romance, Action,Adventure, Drama,History, Adventure,Drama,History, Drama,Romance, Action,Drama, Crime,Drama,Romance, Comedy,Romance,Thriller, Drama,Family, Comedy,Romance, Action,Crime,Drama, Drama, Comedy,Drama,Romance"
Marilù Tolo,1944,NA,"actress,soundtrack","tt0058335,tt0086746,tt0271898,tt0059449",5.050536528136206,nm0866186,"Thriller, Action,Thriller, Adventure, Comedy, Horror,Western, Horror, Action,Adventure, Crime,Mystery,Thriller, Action,Drama, Adventure,Drama, Crime,Drama, Adventure,Comedy,Crime, Action,Adventure,Drama, Drama, Mystery,Thriller, Adventure,Fantasy, Action,Crime,Thriller, Adventure,Comedy, Drama,Thriller, Comedy,Western, Crime,Horror,Mystery, Comedy,Drama,History"
Alice Krige,1954,NA,"actress,producer,writer","tt0117731,tt1981115,tt9086228,tt0105428",5.601066725947387,nm0000481,"Thriller, Drama,Romance,War, Drama,Horror,Thriller, Biography,Drama,Romance, Family,Romance, Action,Drama,Family, Crime,Thriller, Crime,Drama,Mystery, Crime,Drama, Fantasy,Horror,Mystery, Fantasy,Horror, Action,Drama,Thriller, Adventure,Comedy, Adventure,Drama,Mystery, Drama,Musical,Romance, Drama,Family,Romance, Drama,History, Drama,Romance, Fantasy,Mystery,Romance, Drama,Family, Biography,Drama,History, Adventure,Biography,Drama, Action,Crime,Drama, Comedy,Romance, Drama, Biography,Drama,Sport, Biography,Drama, Comedy,Family,Romance, Comedy,Drama,Romance, Drama,Thriller, Sci-Fi"
Tyne Daly,1946,NA,"actress,soundtrack,writer","tt2250912,tt0083395,tt0209069,tt0074483",5.781695263995969,nm0002033,"Thriller, Comedy, Drama,Fantasy,Romance, Comedy,Drama, Crime,Drama,Mystery, Drama,Music, Crime,Drama, Biography,Documentary, Drama, Action,Crime,Drama, Mystery,Thriller, Comedy,Drama,Musical, Action,Crime,Thriller, Comedy,Drama,Romance, Action,Drama,Thriller, Drama,Musical"
Dina Bonnevie,1961,NA,"actress,soundtrack","tt0318412,tt0099717,tt0409022,tt0313547",6.317537604765606,nm0095007,"Comedy,Fantasy,Romance, Action, Comedy, Action,Comedy, Drama,Romance, Action,Drama, Comedy,Drama, Horror,Romance, Drama,Family, Adventure,Comedy,Fantasy, Action,Adventure,Comedy, Action,Crime,Drama, Crime,Drama, Comedy,Romance, Drama,Music, Drama, Romance, Comedy,Family,Romance, Comedy,Drama,Musical, Action,Drama,Thriller, Comedy,Drama,Romance"
Moeko Ezawa,1939,2022,actress,"tt0286858,tt0257176,tt0235631,tt0083050",5.275165937794195,nm0264303,"Crime, Horror, Comedy,Drama, Drama,Romance, Comedy,Thriller, Crime,Drama, Action,Adventure,Sci-Fi, Drama, Romance, Drama,Horror,Mystery, Drama,Mystery, Adventure,Family,Fantasy, Action,Crime, Comedy,Drama,Romance, Adult, Action,Comedy,Drama, Drama,Thriller"
Jayalalitha J,1948,2016,"actress,music_department","tt1445083,tt0266962,tt2006047,tt3269056",6.22003346975118,nm0412883,"Action,Thriller, Drama,Fantasy,History, Action,Drama,Mystery, Action,Adventure, Drama,Romance, Mystery, Action,Drama, Drama,Family, Musical,Romance, Action,Drama,Fantasy, Comedy,Romance, Crime,Drama, Action,Romance, Action,Adventure,Drama, Drama, Drama,Mystery, Mystery,Thriller, Adventure,Fantasy, Crime,Drama,Music, Action,Crime, Family, Drama,Musical, Musical"
Machiko Ono,1981,NA,actress,"tt2331143,tt16303194,tt0119687,tt2865558",5.5926566545346095,nm0648762,"Comedy,Fantasy,Horror, Crime, Comedy, Crime,Horror,Thriller, Comedy,Drama, Mystery, Adventure,Comedy,Fantasy, Comedy,Drama,Family, Drama, Romance, Biography,Drama, Drama,Sci-Fi, Family, Drama,Thriller, Comedy,Drama,History"
Türkan Soray,1945,NA,"actress,director,writer","tt0263426,tt0263273,tt0263104,tt0252084",5.929792086767744,nm0814734,"Crime,Drama,Thriller, Drama,Family,Romance, Drama,Fantasy,Romance, Comedy, Drama,Romance,War, Biography,Romance,War, Drama,Romance, Crime,Drama,Romance, Comedy,Drama, Adventure,History, Comedy,Drama,Family, Adventure,Romance, Comedy,Romance, Drama, Romance, Comedy,Family,Romance, Comedy,Fantasy, Comedy,Musical,Romance, Adventure,Family, Comedy,Drama,Musical, Action,Crime, Comedy,Drama,Romance, Adventure,Romance,Thriller, Comedy,Family, Drama,Music,Romance, Adventure,Drama,Romance, Comedy,Crime,Mystery"
Kate Vernon,1961,NA,actress,"tt0104797,tt0091790,tt0407362,tt1286130",4.577960474960437,nm0894690,"Thriller, Crime,Drama,Thriller, Crime,Family,Romance, Comedy, Drama,Sport, Comedy,Romance,Sport, Drama,Romance,Sci-Fi, Action,Sci-Fi, Sci-Fi,Thriller, Action,Drama,Sci-Fi, Comedy,Sci-Fi, Action,Adventure,Horror, Action,Comedy,Romance, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Romance, Mystery,Romance,Thriller, Drama,Sci-Fi, Action,Drama,Thriller, Drama,Thriller"
Jenny Agutter,1952,NA,"actress,soundtrack","tt0082010,tt0074812,tt0067959,tt0848228",6.001027416980916,nm0000256,"Thriller, Comedy,Drama,Mystery, Romance,Western, Adventure, Comedy, Horror,Mystery,Thriller, Adventure,Drama,Thriller, Comedy,Drama, Drama,Romance, Documentary, Drama,Family, Horror,Thriller, Adventure,History, Adventure,Drama, Biography,Drama,History, Adventure,Animation,Comedy, Comedy,Romance, Action,Adventure,Sci-Fi, Drama, Fantasy,Horror,Mystery, Mystery,Thriller, Comedy,Horror, Adventure,Drama,Romance"
Sophie Marceau,1966,NA,"actress,director,writer","tt1194616,tt0143145,tt0082100,tt0112573",5.492985209456398,nm0000521,"Crime,Drama,Thriller, Comedy, Drama,Romance,War, Drama,Romance, Crime,Drama,Romance, Drama,Mystery,Thriller, Action,Adventure,Comedy, Biography,Drama,History, Comedy,Drama,Family, Crime,Drama, Comedy,Romance, Drama, Drama,War, Action,Adventure,Thriller, Fantasy,Horror,Mystery, Drama,Horror,Mystery, Comedy,Drama,Romance, Drama,Music,Romance, Drama,History,War, Comedy,Drama,History"
Dana Delany,NA,NA,"actress,producer,soundtrack","tt0108358,tt0410975,tt0094433,tt0106364",5.478406354849955,nm0001127,"Crime, Comedy, Drama,Romance,Thriller, Drama,Horror,Thriller, Action,Adventure, Drama,History, Comedy,Drama, Documentary, Action,Adventure,Animation, Drama,Family, Comedy,Drama,Family, Action,Crime,Drama, Crime,Drama, Drama,Music, Comedy,Romance, Drama, Biography,Drama, Comedy,Drama,Romance, Comedy,Crime,Romance, Adventure,Drama,Family, Drama,Thriller"
Amy Smart,1976,NA,"actress,soundtrack","tt0479884,tt0433400,tt0120201,tt0250687",5.311270879581251,nm0005442,"Drama,Sci-Fi,Thriller, Action,Thriller, Comedy,Family,Fantasy, Drama,Horror,Sci-Fi, Drama,Family,Romance, Comedy, Horror,Mystery, Action,Comedy,Family, Comedy,Drama, Action,Drama, Drama,Mystery,Thriller, Drama,Romance,Sport, Fantasy,Mystery,Romance, Drama,Family, Horror,Thriller, Action,Adventure,Comedy, Crime,Drama,Mystery, Action,Crime,Drama, Comedy,Romance, Drama, Biography,Crime,Drama, Action,Drama,Thriller, Action,Crime,Thriller, Comedy,Drama,Romance, Family, Comedy,Crime,Mystery"
Marie Bäumer,1969,NA,"actress,writer,producer","tt1223917,tt6463494,tt0813547,tt0338714",5.464448065326978,nm0126669,"Thriller, Comedy, Horror,Mystery, Drama,History, Comedy,Crime, Drama,Romance, Comedy,Crime,Drama, Comedy,Romance, Crime,Drama, Drama, Documentary,Music, Action,Adventure,Fantasy, Drama,History,Romance, Drama,Thriller, Comedy,Western"
Cécile de France,1975,NA,"actress,soundtrack","tt0409184,tt0338095,tt0283900,tt1212419",5.576495630586605,nm0208426,"Thriller, Crime,Drama,Thriller, Crime,Drama,History, Comedy, Drama,Fantasy,Romance, Horror, Biography,Drama,Romance, Comedy,Crime, Action,Biography,Crime, Drama,Romance, Comedy,Drama, Documentary, Animation,Comedy,Fantasy, Comedy,Romance, Biography,Drama,Music, Drama, Drama,War, Comedy,Drama,Romance, Drama,Thriller, Drama,Music,Romance, Musical, Adventure,Animation,Family"
Ariadna Gil,1969,NA,"actress,director,writer","tt0265436,tt0457430,tt0103791,tt0395119",5.473093217391577,nm0317725,"Thriller, Crime,Drama,Thriller, Adventure, Comedy, Drama,Fantasy,Romance, Animation, Comedy,Drama, Drama,Romance, Documentary, Drama,Mystery,Thriller, Horror,Thriller, Comedy,Romance, Crime,Drama, Drama, Drama,Mystery, Drama,Sci-Fi, Action,Drama,Thriller, Comedy,Drama,Romance, Adventure,Comedy, Drama,Thriller, Drama,Fantasy,War, Drama,History,War"
Brigitte Lin,1954,NA,actress,"tt0109688,tt0099719,tt0109424,tt0089374",5.738164521065493,nm0510857,"Action,Comedy,Fantasy, Action,Thriller, Action, Comedy, Action,Comedy, Drama,Romance,War, Documentary, Musical,Romance, Comedy,Crime,Drama, Action,Adventure,Comedy, Action,Romance, Drama,Thriller,War, Romance, Action,Comedy,Drama, Comedy,Drama,History, Action,Fantasy, Drama,Fantasy,Romance, Drama,Fantasy, Horror,Mystery,Thriller, Drama,History, Drama,Romance, Action,Drama, Action,Crime,Drama, Comedy,Romance, Drama,War, Action,Comedy,Crime, Action,Adventure,Fantasy, Adventure,Fantasy, Action,Fantasy,Romance, Drama,Thriller, Drama,History,War"
